"","RSD"
"X5.96_578.3583m.z",0.22739
"X5.90_329.1091n",0.374663
"X5.90_372.2423m.z",0.107257
"X5.90_449.2525m.z",0.149608
"X5.91_328.3101n",0.044092
"X6.08_268.2642m.z",0.176793
"X5.93_258.2800m.z",0.045991
"X5.95_276.0903m.z",0.283354
"X5.95_318.3010m.z",0.080454
"X5.96_331.1947m.z",0.115819
"X6.08_270.3165m.z",0.064114
"X6.08_299.2826n",0.099453
"X6.08_371.3268m.z",0.15156
"X6.11_461.1910m.z",0.401725
"X6.11_480.3648n",0.157092
"X6.11_459.3213n",0.145443
"X6.11_501.3418m.z",0.412381
"X6.11_750.5057n",0.268733
"X6.15_288.2067n",0.321078
"X6.15_616.4640m.z",0.120798
"X6.11_436.3119m.z",0.10002
"X6.15_587.3329n",0.115989
"X6.16_191.1457m.z",0.082499
"X6.16_209.1870m.z",0.062056
"X6.16_312.1247n",0.115494
"X6.16_297.1208m.z",0.340994
"X6.16_622.3367n",0.408727
"X6.18_275.0828m.z",0.395308
"X6.18_531.2435m.z",0.05806
"X6.18_529.1844n",0.103649
"X6.20_258.2799m.z",0.026315
"X5.90_341.0976n",0.408873
"X6.11_433.3149m.z",0.158439
"X6.08_619.2668m.z",0.231254
"X6.10_219.1740m.z",0.063196
"X6.10_416.3192n",0.137328
"X6.10_475.3626m.z",0.296254
"X6.11_421.3175m.z",0.124315
"X6.11_191.1791m.z",0.207941
"X6.11_228.1193m.z",0.364685
"X6.11_228.2660m.z",0.059951
"X6.11_236.1092m.z",0.301492
"X6.11_302.1876m.z",0.227985
"X6.11_374.3272m.z",0.06023
"X6.11_375.2533n",0.117066
"X5.76_274.9428m.z",0.226124
"X5.90_302.3061m.z",0.029595
"X5.83_238.1100n",0.09234
"X5.83_245.0790m.z",0.107623
"X5.83_246.0838m.z",0.156066
"X5.83_266.1008m.z",0.923044
"X5.83_291.1505m.z",0.267786
"X5.83_408.2295m.z",0.154736
"X5.83_430.1202m.z",0.462303
"X5.83_435.2325n",0.321519
"X5.83_470.3056m.z",0.374438
"X5.83_187.0452n",0.931161
"X5.83_192.0778m.z",0.475261
"X5.76_343.1998m.z",0.094942
"X5.78_386.1741n",0.079257
"X5.78_442.1422n",0.096929
"X5.83_588.1489n",0.122929
"X5.79_172.1696m.z",0.090577
"X5.79_242.2850m.z",0.035154
"X5.81_287.0957m.z",0.108455
"X5.81_393.0923m.z",0.142089
"X5.81_431.1281n",0.105918
"X5.81_466.1805m.z",0.124122
"X5.81_558.4214m.z",0.200859
"X5.83_148.0150n",0.111926
"X5.88_231.1376m.z",0.140357
"X5.88_273.2183m.z",0.379532
"X5.88_276.1387n",0.154902
"X5.88_361.1045m.z",0.908453
"X5.88_590.3129n",0.269149
"X5.90_73.5319m.z",0.04438
"X5.90_173.0442m.z",0.067247
"X5.90_187.0864m.z",0.448223
"X5.90_195.0865m.z",0.054029
"X5.90_209.1189m.z",0.082942
"X5.90_223.1409m.z",0.047441
"X5.90_268.2641m.z",0.081142
"X5.90_283.1560m.z",0.193593
"X5.90_297.1728m.z",0.081851
"X5.90_81.5207m.z",0.037248
"X5.84_304.0862m.z",0.412543
"X5.84_386.1290m.z",0.094122
"X5.84_899.3098n",0.395651
"X5.86_181.0727m.z",1.12615
"X5.86_191.1071m.z",0.144633
"X5.86_219.1410m.z",0.065891
"X5.86_316.3095n",0.110746
"X5.86_463.2356m.z",0.100108
"X5.86_493.2332n",0.137735
"X5.86_552.1695n",1.035896
"X3.08_843.2081m.z",0.088416
"X4.55_483.2148m.z",0.119489
"X4.55_515.2459m.z",0.108603
"X4.55_558.1939m.z",0.092813
"X4.55_609.2321m.z",0.079117
"X4.55_611.1971m.z",0.151579
"X4.55_612.1986m.z",0.106451
"X4.55_652.2334m.z",0.241024
"X4.55_655.2458m.z",0.300057
"X4.55_658.2575m.z",0.251848
"X4.55_666.2434m.z",0.308359
"X4.55_675.2395m.z",0.095489
"X4.55_676.2527m.z",0.246594
"X4.55_677.2705m.z",0.132543
"X4.55_678.2978m.z",0.196988
"X4.55_680.2724m.z",0.240759
"X4.55_682.2481m.z",0.366741
"X4.55_684.2334m.z",0.199248
"X4.55_705.3078m.z",0.180884
"X4.55_717.2858m.z",0.391645
"X4.55_724.2825m.z",0.521042
"X4.55_769.3013m.z",0.447006
"X4.55_440.1867m.z",0.092457
"X4.55_409.1681m.z",0.073479
"X4.55_406.2067m.z",0.097338
"X4.55_377.1275m.z",0.794021
"X4.52_1080.4885n",0.381407
"X4.55_133.0969n",0.147179
"X4.55_159.1172m.z",0.243975
"X4.55_177.0911m.z",0.175256
"X4.55_931.3973m.z",0.431434
"X4.55_196.1342m.z",0.155868
"X4.55_236.1315m.z",0.08824
"X4.55_242.1020m.z",0.161092
"X4.55_251.1529n",0.099098
"X4.55_292.1650m.z",0.051936
"X4.55_307.0945m.z",0.228976
"X4.55_309.0732m.z",0.182176
"X4.55_331.1342m.z",0.141251
"X4.55_204.1158n",0.270333
"X4.55_1038.4891m.z",0.394747
"X4.57_341.1697m.z",0.093751
"X4.57_341.2116m.z",0.29043
"X4.57_354.2319m.z",0.14343
"X4.57_363.1059m.z",0.306182
"X4.57_342.1315n",0.175393
"X4.57_371.2506m.z",0.456765
"X4.57_381.1209m.z",0.117803
"X4.57_383.1704m.z",0.073356
"X4.57_399.1363m.z",0.128206
"X4.57_437.0661m.z",0.18433
"X4.57_465.2431m.z",0.091506
"X4.57_483.2456n",0.204833
"X4.57_530.2958m.z",0.132718
"X4.57_539.2401m.z",0.086202
"X4.57_326.5209m.z",0.243568
"X4.57_98.0136m.z",0.632565
"X4.57_166.0798n",0.251138
"X4.57_159.5769n",0.282754
"X4.57_164.1926n",0.181449
"X4.57_211.5612m.z",0.29361
"X4.57_245.1523m.z",0.110129
"X4.57_265.1576m.z",0.072504
"X4.57_249.1775n",0.394582
"X4.57_312.2187m.z",0.097542
"X4.57_317.1385m.z",0.142168
"X4.57_325.1304m.z",0.24916
"X4.57_284.1737n",0.12658
"X4.52_946.4262m.z",0.48924
"X4.52_914.3860m.z",0.576
"X4.52_721.2619m.z",0.189379
"X4.49_271.6518n",0.286928
"X4.49_325.1657m.z",0.466326
"X4.49_353.0933m.z",0.062951
"X4.49_404.2958m.z",0.484954
"X4.49_427.0116n",0.063005
"X4.49_566.1048m.z",0.093769
"X4.49_942.1905n",0.323926
"X4.49_942.2263m.z",0.346584
"X4.49_979.2650m.z",0.188762
"X4.49_960.2616n",0.271396
"X4.49_1064.2103n",0.37093
"X4.49_1106.3128n",0.690082
"X4.49_1134.2812n",0.630414
"X4.51_216.0474m.z",0.04508
"X4.51_217.0877m.z",0.505171
"X4.51_297.0671m.z",0.101435
"X4.51_311.2586m.z",0.248297
"X4.51_312.3969m.z",0.177703
"X4.51_313.4874m.z",0.412186
"X4.49_277.0883m.z",0.324575
"X4.49_205.5199m.z",0.1357
"X4.49_195.5318m.z",0.053372
"X4.47_1146.3736n",0.327886
"X4.47_687.0587n",0.094283
"X4.47_740.0981n",0.087643
"X4.47_787.0610n",0.144373
"X4.47_792.0124m.z",0.18958
"X4.47_821.6224m.z",0.109769
"X4.47_866.1017m.z",0.205544
"X4.47_875.3344m.z",0.139987
"X4.47_927.2030m.z",0.236299
"X4.51_325.0677m.z",0.126788
"X4.47_984.1419m.z",0.151517
"X4.47_1023.1308n",0.266296
"X4.47_1026.1550m.z",0.372915
"X4.47_1069.1340n",0.388185
"X4.47_1013.0995n",0.279936
"X4.47_1061.3076m.z",0.298743
"X4.47_952.1945n",0.159202
"X4.51_392.1133n",0.525781
"X4.52_286.1467m.z",0.295495
"X4.52_314.2080n",0.105393
"X4.52_365.2303m.z",0.100859
"X4.52_407.1407m.z",0.119093
"X4.52_411.1713m.z",0.210004
"X4.52_455.2191m.z",0.297944
"X4.52_501.1885m.z",0.59246
"X4.52_534.2705m.z",0.117089
"X4.52_540.2573n",0.100551
"X4.52_636.2249m.z",0.108604
"X4.52_679.2609m.z",0.143685
"X4.52_681.2605m.z",0.176335
"X4.57_543.3177m.z",0.109015
"X4.52_195.1351m.z",0.062089
"X4.51_459.2259m.z",0.18489
"X4.51_463.1012m.z",0.723396
"X4.51_500.2335m.z",0.32829
"X4.51_521.1820m.z",0.108213
"X4.51_573.1554m.z",0.173567
"X4.51_807.2068m.z",0.516851
"X4.52_234.5846m.z",0.252111
"X4.51_881.2049m.z",0.264581
"X4.51_904.2560m.z",0.132098
"X4.51_1065.5185m.z",0.622998
"X4.52_167.1417m.z",0.380935
"X4.51_850.3090n",0.147668
"X4.57_610.2138m.z",0.080081
"X4.60_704.3153m.z",0.271845
"X4.60_731.2772m.z",0.380066
"X4.60_741.2933m.z",0.329318
"X4.60_747.2917m.z",0.434467
"X4.60_755.2892m.z",0.300302
"X4.60_763.2565m.z",0.525626
"X4.60_764.2758m.z",0.547188
"X4.60_765.2778m.z",0.365353
"X4.60_766.2993m.z",0.502132
"X4.60_772.3143m.z",0.333848
"X4.60_773.2982m.z",0.47045
"X4.60_779.2966m.z",0.338673
"X4.60_822.3145m.z",0.515914
"X4.60_823.3286m.z",0.508478
"X4.60_911.3914m.z",0.554776
"X4.60_964.5014n",0.572933
"X4.60_703.2389m.z",0.418446
"X4.60_474.2227m.z",0.333689
"X4.60_462.1525n",0.198117
"X4.60_464.1685n",0.235998
"X4.60_488.1780n",0.384988
"X4.60_516.1265m.z",0.461038
"X4.60_525.1495m.z",0.415087
"X4.60_546.1635n",0.48812
"X4.60_573.1718m.z",0.123138
"X4.60_574.2390m.z",0.15944
"X4.60_584.1976m.z",0.172285
"X4.60_586.2201m.z",0.240323
"X4.60_1158.3579n",0.202766
"X4.60_599.2464m.z",0.20598
"X4.62_232.0914n",0.303389
"X4.64_177.1630m.z",0.346409
"X4.64_268.0429m.z",0.585836
"X4.64_269.5991m.z",0.445943
"X4.64_290.1056m.z",0.11175
"X4.64_296.6144m.z",0.3799
"X4.64_260.1623n",0.163687
"X4.64_302.4083m.z",0.446759
"X4.64_338.2108n",0.101406
"X4.64_500.1920m.z",0.803485
"X4.64_674.2908m.z",0.112675
"X4.64_690.2338m.z",0.424789
"X4.64_696.2483m.z",0.355666
"X4.64_751.4091m.z",0.407616
"X4.64_260.6058n",0.252841
"X4.62_742.2792m.z",0.279067
"X4.62_198.1605n",0.127466
"X4.62_215.5485n",0.216761
"X4.62_273.1231m.z",0.264575
"X4.62_753.2889m.z",0.325391
"X4.62_289.0836m.z",0.408297
"X4.62_265.2016n",0.270039
"X4.62_298.0865n",0.468931
"X4.62_346.1901m.z",0.072454
"X4.62_393.1921m.z",0.079956
"X4.62_588.2464m.z",0.163915
"X4.62_653.3964m.z",0.20946
"X4.62_700.3844m.z",0.203193
"X4.47_733.0832n",0.095731
"X4.60_436.1351m.z",0.830029
"X4.59_374.1805m.z",0.110464
"X4.59_418.1077m.z",0.775028
"X4.59_396.0990n",0.157246
"X4.59_429.2876n",0.092779
"X4.59_466.3112m.z",0.08827
"X4.59_578.2107m.z",0.096765
"X4.59_592.2729m.z",0.17403
"X4.59_603.2447m.z",0.137224
"X4.59_619.2273m.z",0.097333
"X4.59_621.2320m.z",0.183497
"X4.59_624.2346m.z",0.141474
"X4.59_643.2645m.z",0.329244
"X4.59_710.2809m.z",0.491104
"X4.59_750.2908m.z",0.321317
"X4.59_794.3071m.z",0.355946
"X4.59_839.3317m.z",0.423753
"X4.59_847.3567m.z",0.261941
"X4.59_881.3409m.z",0.302011
"X4.59_884.3504n",0.555644
"X4.59_989.4518m.z",0.628575
"X4.59_370.1547m.z",0.142093
"X4.59_364.1053m.z",0.46293
"X4.59_342.1109m.z",0.256028
"X4.59_336.2175m.z",0.099795
"X4.57_663.2785m.z",0.211787
"X4.57_665.2407m.z",0.14923
"X4.57_672.2581m.z",0.337312
"X4.57_673.2703m.z",0.183733
"X4.57_685.2570m.z",0.203102
"X4.57_697.2576m.z",0.331006
"X4.57_724.2673n",0.353106
"X4.57_734.2910m.z",0.468927
"X4.57_865.3320m.z",0.354288
"X4.57_925.3773m.z",0.440165
"X4.59_120.0269m.z",0.327225
"X4.59_253.1931m.z",0.358368
"X4.59_256.6482m.z",0.264623
"X4.59_288.2086n",0.150096
"X4.59_282.1545m.z",0.140537
"X4.59_294.1496m.z",0.086455
"X4.57_976.4212m.z",0.255309
"X4.59_999.4087m.z",0.546078
"X4.60_263.1558m.z",0.086489
"X4.60_287.0695m.z",0.346671
"X4.60_301.1143m.z",0.134568
"X4.60_305.0929m.z",0.281819
"X4.60_321.0719m.z",0.428675
"X4.60_322.0981m.z",0.291543
"X4.60_329.0925m.z",0.544233
"X4.60_344.2425m.z",0.075775
"X4.60_355.1605m.z",0.215066
"X4.60_400.2684m.z",0.107252
"X4.60_223.0135n",0.623345
"X4.59_1018.4282m.z",0.505594
"X4.60_89.0390m.z",0.737395
"X4.60_128.0628m.z",0.234165
"X4.60_145.1016m.z",0.316442
"X4.60_191.1070m.z",0.351457
"X4.60_236.1076n",0.397722
"X4.60_179.0652m.z",0.507755
"X4.47_673.0931n",0.108895
"X4.47_714.0688n",0.185882
"X4.47_700.0822n",0.070522
"X4.37_840.3168m.z",0.530752
"X4.37_893.3624m.z",0.326884
"X4.37_975.4214m.z",0.164937
"X4.37_977.4225m.z",0.335307
"X4.37_978.3973m.z",0.333709
"X4.37_997.4197m.z",0.609943
"X4.37_999.4170m.z",0.56539
"X4.37_1027.4104m.z",0.317654
"X4.37_1035.4360m.z",0.498602
"X4.37_739.2598m.z",0.313489
"X4.37_645.2266m.z",0.116013
"X4.37_467.2343n",0.073416
"X4.37_483.2037m.z",0.09303
"X4.37_516.2244m.z",0.194992
"X4.37_526.2554m.z",0.123793
"X4.37_531.2062m.z",0.137724
"X4.37_532.2055m.z",0.140396
"X4.37_542.2724n",0.106932
"X4.37_547.2239m.z",0.118574
"X4.37_1104.4258n",0.10666
"X4.37_569.2485m.z",0.109887
"X4.37_570.2476m.z",0.13216
"X4.37_581.2305m.z",0.116865
"X4.37_608.1507m.z",0.134175
"X4.37_611.2249m.z",0.086292
"X4.37_642.2065m.z",0.094219
"X4.37_643.2104m.z",0.101554
"X4.37_644.2166m.z",0.142862
"X4.37_563.2112m.z",0.122601
"X4.37_1064.4898m.z",0.387977
"X4.37_1067.5138n",0.259279
"X4.39_605.1986m.z",0.112721
"X4.39_647.3169m.z",0.533974
"X4.39_654.2224m.z",0.111273
"X4.39_677.2572m.z",0.169311
"X4.39_679.2462m.z",0.160406
"X4.39_740.3841m.z",0.234093
"X4.39_594.3411n",0.198007
"X4.39_979.3993m.z",0.416782
"X4.39_1005.4384m.z",0.382555
"X4.39_1006.4486m.z",0.445165
"X4.39_922.3568n",0.392179
"X4.39_579.2108m.z",0.104304
"X4.37_1073.4574m.z",0.441993
"X4.37_1078.4199m.z",0.401057
"X4.39_160.5685m.z",0.124183
"X4.39_129.5902n",0.126516
"X4.39_199.5634m.z",0.160213
"X4.39_591.3183m.z",0.22897
"X4.39_200.1289m.z",0.076322
"X4.39_290.6081m.z",0.266834
"X4.39_318.6115m.z",0.122195
"X4.39_347.2223m.z",0.11096
"X4.39_365.2251m.z",0.111164
"X4.39_500.2575n",0.115289
"X4.39_552.7284m.z",0.347641
"X4.39_558.2898m.z",0.098122
"X4.39_258.0792m.z",0.315853
"X4.37_463.0974m.z",0.382821
"X4.37_444.1298m.z",0.486235
"X4.33_345.1920m.z",0.084609
"X4.33_350.1646m.z",0.737614
"X4.33_365.1164m.z",0.346746
"X4.33_378.1161m.z",0.320494
"X4.33_388.2119m.z",0.226553
"X4.33_420.1217m.z",0.174221
"X4.33_463.1392m.z",0.094647
"X4.33_477.1815m.z",0.127593
"X4.33_496.2416m.z",0.105397
"X4.33_576.1895m.z",0.651391
"X4.35_177.1623m.z",0.291257
"X4.35_218.1656n",0.069702
"X4.33_310.6144m.z",0.122808
"X4.33_277.3373n",0.34151
"X4.32_374.2108n",0.166902
"X4.35_259.1020m.z",0.134073
"X4.33_123.1159m.z",0.294743
"X4.33_213.0942m.z",0.14182
"X4.33_244.1015m.z",0.103425
"X4.33_246.5827m.z",0.146574
"X4.33_254.0860m.z",0.588596
"X4.33_267.5924m.z",0.160349
"X4.33_277.1680n",0.106077
"X4.35_329.1782m.z",0.120978
"X4.37_271.2044m.z",0.092695
"X4.37_291.6176n",0.462334
"X4.37_282.1067m.z",0.117487
"X4.37_287.1124m.z",0.542917
"X4.37_295.6271m.z",0.261312
"X4.37_258.1789n",0.113453
"X4.37_317.3954n",0.550877
"X4.37_321.6202m.z",0.354787
"X4.37_324.1015m.z",0.484822
"X4.37_306.0165n",0.250523
"X4.37_331.0138m.z",0.214212
"X4.37_309.1944n",0.083129
"X4.37_322.0937n",0.369214
"X4.37_320.2233n",0.07376
"X4.37_401.1760m.z",0.118822
"X4.37_416.3528m.z",0.233797
"X4.37_303.6349m.z",0.198326
"X4.37_405.3529n",0.139626
"X4.35_339.0841m.z",0.101345
"X4.35_345.1148m.z",0.2175
"X4.35_412.2819m.z",0.114323
"X4.35_435.1332m.z",0.172269
"X4.35_462.1785m.z",0.197208
"X4.35_433.2816n",0.097337
"X4.37_253.1920m.z",0.094955
"X4.35_527.1891m.z",0.154331
"X4.35_617.3105m.z",0.494215
"X4.37_179.1782m.z",0.494253
"X4.37_191.5717m.z",0.38425
"X4.37_227.1307m.z",0.325849
"X4.65_114.1280m.z",0.091729
"X4.39_1063.4955m.z",0.432708
"X4.45_636.1173n",0.110318
"X4.45_643.3924m.z",0.352638
"X4.45_745.0362n",0.274276
"X4.45_754.2542n",0.223727
"X4.45_765.2192n",0.181793
"X4.45_884.2285m.z",0.375184
"X4.45_950.4069m.z",0.519787
"X4.45_936.2076n",0.139316
"X4.45_1003.1984m.z",0.399947
"X4.45_1048.2761n",0.483932
"X4.45_1058.2297n",0.240113
"X4.45_1093.3151m.z",0.464415
"X4.45_1180.2915n",0.443551
"X4.45_593.0843m.z",0.336886
"X4.45_561.1459m.z",0.356211
"X4.45_1000.1245n",0.207513
"X4.44_372.2714m.z",0.16073
"X4.44_504.9796n",0.163245
"X4.44_509.1596m.z",0.439723
"X4.44_737.2516m.z",0.219946
"X4.44_767.2784m.z",0.165174
"X4.44_774.2733m.z",0.19254
"X4.44_1005.3643m.z",0.197495
"X4.44_1033.1568n",0.324901
"X4.47_108.0456m.z",0.035931
"X4.45_224.0298m.z",0.082314
"X4.45_226.0310m.z",0.066745
"X4.45_340.0490m.z",0.183395
"X4.45_372.0469n",0.049311
"X4.45_444.2226n",0.288416
"X4.45_225.0319m.z",0.049002
"X4.47_144.0561m.z",0.066633
"X4.47_171.0672n",0.125396
"X4.47_173.0147n",0.062887
"X4.47_385.0437n",0.081975
"X4.47_442.0255m.z",0.066403
"X4.47_456.0158m.z",0.109457
"X4.47_485.0935m.z",0.080904
"X4.47_519.0620n",0.170345
"X4.47_540.0258m.z",0.390983
"X4.47_553.1634m.z",0.112162
"X4.47_371.0632m.z",0.218074
"X4.47_578.3140m.z",0.507148
"X4.47_616.1188m.z",0.281574
"X4.47_617.1250m.z",0.169359
"X4.47_602.1681n",0.103065
"X4.47_640.1449m.z",0.099942
"X4.47_610.1716n",0.077374
"X4.47_663.1262m.z",0.093202
"X4.47_647.0878n",0.1
"X4.47_674.0718m.z",0.100173
"X4.47_676.0695n",0.08138
"X4.47_610.1082m.z",0.07301
"X4.44_370.2594m.z",0.148231
"X4.47_337.0178n",0.162855
"X4.47_272.6137n",0.097452
"X4.47_156.0777m.z",0.070574
"X4.47_235.0318n",0.068114
"X4.47_240.0319m.z",0.248867
"X4.47_245.1047m.z",0.064491
"X4.47_247.1198m.z",0.059075
"X4.47_250.0504m.z",0.083656
"X4.47_305.2947m.z",0.094367
"X4.47_328.0081n",0.173737
"X4.47_315.7743m.z",0.138817
"X4.47_310.1116n",0.066934
"X4.47_311.3015m.z",0.076639
"X4.47_311.3410m.z",0.061896
"X4.47_311.3865m.z",0.063896
"X4.47_311.4461m.z",0.273231
"X4.47_312.2592m.z",0.076282
"X4.47_312.3682m.z",0.093047
"X4.47_312.4801m.z",0.086451
"X4.47_313.0808m.z",0.066146
"X4.47_313.4963m.z",0.086552
"X4.47_314.5534m.z",0.080343
"X4.47_272.5295n",0.082764
"X4.47_311.1698m.z",0.090293
"X4.39_1081.5179m.z",0.399197
"X4.40_360.2727m.z",0.138912
"X4.40_386.2539m.z",0.103519
"X4.40_414.3360m.z",0.48961
"X4.40_464.1913m.z",0.112403
"X4.40_517.2128m.z",0.097548
"X4.40_556.2225n",0.301183
"X4.40_644.2796m.z",0.39694
"X4.40_927.3492m.z",0.380635
"X4.40_969.3905m.z",0.154738
"X4.40_356.1415m.z",0.838042
"X4.40_305.1094m.z",0.104734
"X4.39_1099.5484m.z",0.319169
"X4.39_1082.5284n",0.312266
"X4.39_1104.5154m.z",0.394859
"X4.39_1135.4395m.z",0.365733
"X4.39_1136.4369m.z",0.343167
"X4.40_1004.4428m.z",0.30798
"X4.40_73.5319m.z",0.057496
"X4.40_81.5207m.z",0.052516
"X4.40_102.0341m.z",0.040445
"X4.40_224.0964m.z",0.186942
"X4.40_247.1663m.z",0.166498
"X4.40_255.0677m.z",0.428947
"X4.40_271.1078m.z",0.483496
"X4.40_288.1610m.z",0.083514
"X4.40_291.0909m.z",0.125223
"X4.40_292.1040m.z",0.285774
"X4.42_119.5404m.z",0.301069
"X4.42_156.1127n",0.160984
"X4.42_167.0860m.z",0.168336
"X4.42_452.2061m.z",0.258479
"X4.42_471.1056n",0.224783
"X4.42_490.2368m.z",0.07615
"X4.42_598.2547n",0.232827
"X4.44_234.0760m.z",0.473965
"X4.44_240.0830m.z",0.382525
"X4.44_311.4239m.z",0.101489
"X4.44_312.3983m.z",0.341285
"X4.42_905.3279n",0.164745
"X4.42_400.2078m.z",0.127307
"X4.42_137.1292n",0.128441
"X4.42_183.0801m.z",0.512466
"X4.42_204.1493n",0.146897
"X4.42_228.0699n",0.284619
"X4.42_404.1131n",0.312659
"X4.42_237.0943m.z",0.180107
"X4.42_242.5514m.z",0.466707
"X4.42_257.1024m.z",0.2864
"X4.42_269.1868m.z",0.19566
"X4.42_281.2217m.z",0.152019
"X4.42_383.0484m.z",0.889853
"X4.42_391.1055m.z",0.253671
"X4.42_392.1120m.z",0.50923
"X4.42_235.0879m.z",0.543437
"X4.65_134.1097n",0.099268
"X4.65_130.5981n",0.15385
"X4.93_358.2595m.z",0.11133
"X4.95_177.1271m.z",0.134878
"X4.95_229.1354m.z",0.080415
"X4.95_236.0956m.z",0.501279
"X4.95_258.1632m.z",0.104884
"X4.95_299.1171m.z",0.636155
"X4.95_317.1411m.z",0.147063
"X4.95_351.1895n",0.07554
"X4.95_387.2880m.z",0.505972
"X4.95_454.1231m.z",0.286688
"X4.91_339.1658m.z",0.125902
"X4.91_377.0954m.z",0.298686
"X4.91_482.2367m.z",0.121225
"X4.91_500.2538m.z",0.129191
"X4.91_528.2880m.z",0.087956
"X4.91_602.3480m.z",0.254699
"X4.95_477.0974n",0.153558
"X4.93_201.1285m.z",0.521603
"X4.93_219.1386m.z",0.119113
"X4.93_248.0928m.z",0.595296
"X4.93_291.1637m.z",0.057148
"X4.93_256.2396n",0.080702
"X4.93_303.0843m.z",0.663596
"X4.93_350.2219m.z",0.34093
"X4.95_479.1609m.z",0.302377
"X4.95_498.1094m.z",0.126726
"X4.96_576.2508m.z",0.3732
"X4.96_1132.5534n",0.163656
"X4.96_613.2282m.z",0.537562
"X4.96_615.2741m.z",0.207824
"X4.96_659.3098m.z",0.31633
"X4.96_661.3006m.z",0.3725
"X4.96_673.3129m.z",0.426609
"X4.96_713.3193m.z",0.393647
"X4.96_732.3211m.z",0.35727
"X4.96_739.2953m.z",0.205487
"X4.96_761.3154m.z",0.279576
"X4.96_771.3422m.z",0.343488
"X4.96_789.3289m.z",0.37929
"X4.96_823.3760m.z",0.378149
"X4.96_838.3525m.z",0.329893
"X4.96_562.1591m.z",0.157316
"X4.96_465.0790n",0.100267
"X4.96_456.1117m.z",0.268711
"X4.95_518.2845m.z",0.203454
"X4.95_537.2555m.z",0.092994
"X4.95_571.3016m.z",0.177063
"X4.95_595.3723n",0.25764
"X4.95_598.1391m.z",0.406328
"X4.95_658.2987m.z",0.245586
"X4.95_481.1699m.z",0.183259
"X4.96_175.1266n",0.11325
"X4.96_246.0553m.z",0.757665
"X4.96_249.5593m.z",0.269454
"X4.96_241.1325n",0.085468
"X4.96_310.1430m.z",0.340118
"X4.96_382.1600m.z",0.289011
"X4.88_584.1612m.z",0.354988
"X4.89_166.0775m.z",0.275053
"X4.89_181.0743m.z",0.256976
"X4.89_164.1230n",0.192781
"X4.89_189.1250m.z",0.272085
"X4.89_193.0670m.z",0.541769
"X4.89_195.0822m.z",0.37005
"X4.89_153.0478n",0.223342
"X4.89_201.0475m.z",0.502582
"X4.88_466.2017m.z",0.144037
"X4.86_524.2974m.z",0.139549
"X4.86_544.3049m.z",0.166618
"X4.86_624.3304m.z",0.114906
"X4.86_605.2064n",0.225799
"X4.86_753.2445m.z",0.281456
"X4.88_109.0985m.z",0.141841
"X4.88_123.1148m.z",0.275083
"X4.89_203.0450m.z",0.4913
"X4.88_174.1390n",0.154876
"X4.88_258.6111m.z",0.264859
"X4.88_262.2379m.z",0.042601
"X4.88_227.6292n",0.459546
"X4.88_315.1356m.z",0.274042
"X4.88_340.1242m.z",0.22702
"X4.88_403.1931m.z",0.152527
"X4.88_197.1900m.z",0.218054
"X4.89_205.0908m.z",0.180264
"X4.89_206.1007m.z",0.169956
"X4.89_206.1255m.z",0.110057
"X4.89_611.3401m.z",0.322149
"X4.89_612.3521n",0.13341
"X4.89_776.3133n",0.256137
"X4.89_529.0988m.z",0.481032
"X4.89_779.3209m.z",0.309299
"X4.91_273.1150m.z",0.401916
"X4.91_310.2126m.z",0.597302
"X4.89_801.3104m.z",0.205047
"X4.96_941.4115m.z",0.361814
"X4.89_423.1927n",0.222967
"X4.89_223.1134m.z",0.226803
"X4.89_183.2095n",0.098623
"X4.89_230.1353n",0.258177
"X4.89_244.2146m.z",0.096235
"X4.89_265.0594m.z",0.524662
"X4.89_318.1462m.z",0.095212
"X4.89_331.0824m.z",0.743003
"X4.89_332.1583m.z",0.162928
"X4.89_389.1643m.z",0.459773
"X4.89_391.1611m.z",0.291921
"X4.89_411.1550m.z",0.099647
"X4.89_411.0530n",1.144305
"X4.96_942.4216m.z",0.505997
"X4.98_884.3877m.z",0.443245
"X4.98_896.3858m.z",0.428682
"X4.98_897.3763m.z",0.415644
"X4.98_898.3813m.z",0.401337
"X4.98_899.3867m.z",0.437478
"X4.98_915.3755m.z",0.560949
"X4.98_869.3961m.z",0.590283
"X4.98_760.3126m.z",0.335141
"X4.98_762.3232m.z",0.258222
"X4.98_763.3369m.z",0.300531
"X4.98_764.3165m.z",0.251219
"X4.98_726.3458n",0.230993
"X4.98_768.3215m.z",0.351204
"X4.98_769.3345m.z",0.366561
"X4.98_773.3462m.z",0.321398
"X4.98_785.3281m.z",0.183182
"X4.98_786.3344m.z",0.256564
"X4.98_793.3249m.z",0.325627
"X4.98_850.4365m.z",0.668748
"X4.98_759.3074m.z",0.27319
"X4.98_1035.5020m.z",0.408005
"X4.98_1052.4778m.z",0.512208
"X4.98_740.4715n",0.647134
"X4.98_756.2908m.z",0.345881
"X4.98_310.9748n",0.148925
"X4.98_315.1846m.z",0.150892
"X4.98_352.1765m.z",0.147976
"X4.98_353.2119m.z",0.097855
"X4.98_354.1665n",0.127482
"X4.98_361.1979m.z",0.133031
"X4.98_372.1906m.z",0.193039
"X4.98_390.2754n",0.23589
"X4.98_418.1604m.z",0.099012
"X4.98_426.3171m.z",0.518973
"X4.98_430.1358m.z",0.257207
"X4.98_414.0773n",0.10707
