Sample,Naive_007,Naive_027,Naive_071,Naive_109,Naive_127,Naive_139,Semi_025,Semi_045,Semi_061,Semi_091,Semi_143,Semi_157
Label,Naive,Naive,Naive,Naive,Naive,Naive,Semi_immue,Semi_immue,Semi_immue,Semi_immue,Semi_immue,Semi_immue
99.0139__140,73239337.30556,71186744.30951,83318317.61943,69003257.15752,133022822.29467,72370229.97433,62120392.64373,55239046.69433,56188991.56662,51663854.83139,48653348.26599,79273197.14016
99.0139__202.27,259402502.34991,332209231.95052,164361211.65323,318875045.38256,150028198.46226,152704071.65736,164583732.25042,391531929.17126,423537314.55414,302550928.7772,106507986.40978,124876935.51283
99.0139__90.51,92066344.68735,90126567.80731,97034114.70902,0,58164780.86149,88117441.11695,117478987.6352,98789308.08396,60110704.23939,96100205.53212,102099488.82758,84171974.8613
99.0143__131.12,53488875.74558,54673166.97989,5669206.17366,73438555.91841,40725958.49582,112176065.20407,61416312.47563,22876643.6601,41339344.86145,43691087.58054,51511156.83698,0
99.0806__240.48,70550075.92866,82253197.92335,170961734.49282,80185773.61206,78142414.43752,74647397.04396,48744839.42339,29958564.74332,9237866.11881,10362249.6813,32597626.13439,42555808.75895
99.0806__121.13,14599792.94442,17166832.4341,2565837.78417,0,0,21789615.61921,16535557.40671,15025083.65315,20296391.49731,22093972.29193,22003828.11842,17791365.79903
99.0806__105.04,51742440.66549,51784243.66353,34307669.75961,72933926.67089,9755900.89587,58121313.89843,19436105.65524,22707745.95122,21169734.37302,26744216.68458,27741907.38583,47542285.74945
99.0806__212.01,47545525.33035,52171677.59948,32628516.19706,0,4384369.77507,32756771.18877,37415019.56266,35355692.76712,47101758.65587,71918099.95386,36977883.25353,65097860.73544
99.0806__179.4,125560669.63824,54119895.61016,123417504.84848,96416761.35224,29365469.7567,109590752.20621,32445174.91083,40620455.2135,5777029.57261,36625690.91547,19650138.61722,51627172.46177
99.0806__292.19,75244694.80069,94169317.31522,101351828.54935,209090845.84984,101561101.28914,107626092.64875,59924186.90716,58174494.03147,54955456.02833,85024441.28251,88831226.43323,85813178.2122
99.0806__78.39,17115074.55575,14631551.23307,12422020.26321,63263024.28446,15937316.97722,49665826.41945,11959165.57259,12171800.92751,11355400.69991,11727952.48419,17232542.39328,16032017.21723
99.0807__269.96,52032193.98986,68462894.86504,85848695.86905,233908632.50629,101558345.13596,99995131.36097,72801826.63271,60341777.31816,21608219.49636,67975221.02121,113405076.68882,80771886.87978
99.0807__24.46,503872.31622,420832.2969,251986.57407,704592.17431,405349.62756,702181.02696,543254.44461,401067.30389,925028.42032,540217.09399,447585.65177,821151.8657
99.0807__85.06,36029287.746,23939917.43027,124355535.23754,0,62990957.59044,30160879.52957,15319688.44546,19742559.41776,15213111.24986,18425173.54673,26484337.11389,27841469.57269
99.0807__230.29,41175852.45262,61023668.42245,74579529.42559,73627722.23611,67391921.99879,69635945.65635,37772003.50395,40030821.93264,42836446.15652,56118734.8149,86454669.09213,66308308.67677
99.0808__155.5,49640620.73039,30651412.40121,61092174.39644,59473692.61204,23140256.11773,93803146.72344,41598768.79477,12037598.27563,37346303.52432,54915319.26265,48505353.32209,5852907.11628
99.1782__112.97,7891.11452,62436.18272,106429.23877,0,0,24141.68138,145092.48209,206090.00561,218231.79631,161893.56322,155292.09215,75123.6465
99.5124__90.37,12915792.68494,13556053.01379,1119354.11305,0,221579.95128,12830057.39557,17399629.40295,19873209.61073,19400995.99313,17976463.33468,14807131.06872,18054276.14655
99.5124__231.51,43236151.4728,44094494.02752,11954336.78715,0,0,40211913.9287,46541331.00534,40610598.96604,51385121.49245,51852608.28985,37360767.48948,32109649.48811
99.5124__205.84,57392775.60727,61473101.0516,57022657.75482,0,35593994.44488,67372402.2374,92952461.01287,71975861.46172,89230557.71206,97462592.70796,48349211.78602,136767907.47298
99.5125__24.67,1921849.08453,2122709.34383,1330352.49438,2621318.56333,1719475.36748,2654136.23781,2754622.42757,2251825.52849,3776629.05748,2078361.91519,2035774.25291,2751368.01725
99.5125__137.81,91548351.71729,103381211.04313,110218574.17077,125970689.09788,126828537.12362,119020896.33906,86356979.64346,75430974.0393,83823049.44047,72618990.76862,42813137.78706,99993335.4231
99.5125__160.64,146349443.71977,217997965.88134,222754175.77742,159074005.23416,10585463.06461,85098396.52437,108627714.44213,120845112.4949,107185001.47792,85959621.44779,105530084.21348,117862496.74131
99.5313__104.12,1392218.439,1360725.7026,1225855.1024,0,1075556.29315,845634.88523,28635606.54761,16170952.28482,14611839.93304,13066263.45798,1934136.90334,18458904.45446
100.033__145.89,384692.89323,199830.57402,180546.39924,17933.4721,118103.663,141329.67581,155322.10715,304494.63733,212492.16323,170512.41002,102740.58355,81824.38933
100.0759__86.98,725864.08514,1047901.90168,760708.27731,637792.90425,1568759.00272,762966.87458,1873830.6779,1875046.91287,2436482.09489,2154883.5529,1960122.63235,956702.32155
100.0759__41.26,5082717.91646,7412508.47007,1370467.98606,792965.25313,23312400.31549,8787303.30932,4246652.50667,4891110.97292,32772418.10267,18301853.93329,8886322.59965,10900408.27778
100.0761__24.39,511458.26001,2265247.22551,381072.94134,735474.84299,486830.63415,3723935.95838,2544577.22878,1302795.44637,2966226.47715,2463021.14005,2437237.32951,3234663.837
100.1123__56.82,8625195.69263,8571127.35526,11047619.53596,8984691.07385,6596626.58133,10256289.74928,15271332.16519,11908225.62565,1155748.28571,12853559.08235,33984460.13808,18414290.9172
100.5102__161.34,69836238.20364,32701184.44019,80574763.74509,61751526.56151,0,77066947.82002,270313.18739,216047.62793,33062051.17556,26718277.5262,36870255.5299,566732.68295
100.5102__24.74,682179.08435,741128.30097,347250.42258,1050058.06702,568596.18295,1005702.93621,1126424.0834,873854.05102,1582197.57984,830685.53167,632584.05854,892749.85666
100.5103__137.1,33446090.80154,38850285.20219,40037533.0928,47856265.33952,47837067.17651,15558581.85276,32144203.77935,18845157.29261,30417572.16983,27828948.65258,27751174.60738,38436543.93419
100.9172__72.24,720784.52077,963484.38399,789792.20514,795990.46319,820803.37537,518660.9819,2564704.32854,2295669.27881,2367109.13462,2377969.95762,2992488.86274,2760650.6677
100.9887__103.76,0,0,0,0,0,0,162407.10436,8085.74875,229061.61521,31571.28818,59432.29306,221675.1181
101.0601__24.12,470803.64314,570207.57654,250433.74121,648532.41678,529248.87828,694836.01057,1227761.55615,770693.85751,894015.96746,708172.28207,939134.51087,1343449.01842
101.0712__127.84,0,2382735.26094,3841224.48446,2033359.84202,5807081.3959,1345034.7494,4648126.78245,4436526.57371,7383686.18346,3758303.57115,6313888.32814,6568098.82117
101.0793__41.03,57014.96816,195016.65253,13621.10259,0,1050285.59531,380626.74485,170676.80298,226042.58688,1814767.47565,959360.90957,458276.15919,597129.32966
101.1157__57.02,443529.13795,452896.80036,558447.52825,432373.70845,279974.1216,451421.06501,147889.65439,98690.76508,641127.48475,106189.78213,2195827.95326,1013992.94507
101.5279__145,13639.12622,12798.1263,16260.3976,0,24314.76234,76628.87331,0,9354.43345,14413.33104,37609.8126,0,0
102.0341__24.43,9198.98361,19605.13553,3641.49047,0,8719.27849,43026.5851,24347.61972,10894.11912,0,9842.93393,53663.81891,6177.10449
102.0342__103.77,5801788.99304,5157268.6134,5201763.56699,5265933.81533,5022779.69623,4773863.22921,6558192.40749,5664683.64818,5508984.1577,5675013.82731,17396247.51761,8277819.40781
102.0342__172.56,106492022.00452,133331558.56421,91284227.16674,127344639.58337,256814551.05569,152776397.29057,82296513.77838,76933755.0935,154816150.26325,92361897.94564,466217630.24953,128208081.4118
102.0342__140.72,39682690.25497,27664095.03248,28272457.06669,29365686.63155,33872669.30502,30214699.41376,4528902.5794,4203495.43768,5051647.76926,4585090.20838,38554071.96005,19244923.36491
102.0554__117.84,5566415.11856,5463912.09639,3107194.63987,5534557.0659,6231666.5367,2943102.98308,10517310.69213,11469196.44896,17657137.01059,22656618.24519,15955825.39774,23020132.53632
102.0916__87.05,3529696.78101,3720103.44993,5854994.79338,4224302.75482,1114250.61114,3711287.86158,5657697.91947,6048029.78897,5805351.51379,9719985.3578,6453741.89261,7435243.57138
102.0916__24.46,366044.67578,590496.7931,348321.45409,995807.62716,277070.41114,857788.88241,1588226.33849,1209518.35967,1646840.72079,1256227.45205,960092.45787,1915019.05738
102.128__59.42,16570899.94309,15678832.91074,14612492.32383,18036945.96524,17320156.18114,15425352.23311,8321746.9314,6785966.23238,6341505.22648,6903468.80244,9144462.09609,6235939.29857
103.0392__27.27,0,0,0,0,0,0,357220.15954,54461.82704,205713.89719,206921.85941,187189.49142,211091.24624
103.0506__139.74,354715.03011,88006.03307,49309.6576,0,133778.73142,15594.10887,0,0,0,0,364792.33022,780268.84384
103.0544__84.58,571930.04857,282356.35774,35423.03018,0,15694.66492,199528.45206,2459510.42957,1477377.35525,3698070.85773,3122819.56534,3640376.75402,9235896.85443
103.0545__108.28,5417903.45591,4715234.05827,5620833.70487,6979906.14845,5487482.71394,6450819.20518,3350701.02212,4438517.34807,4868679.9781,5689884.64498,2580408.04343,11440313.60756
103.0585__118.01,16911.52456,15370.9095,0,0,16788.5799,12535.81152,171326.00874,297620.77234,436336.49159,765085.15697,422343.08507,530446.59621
103.6273__129.51,263114.50434,203949.65837,320041.55691,235465.19444,67175.30868,484485.65862,37683.083,103763.34932,106455.54471,72313.63847,0,90842.97383
103.9559__55.4,196650.14735,540461.30674,668236.0633,601959.59776,436747.95347,654605.32719,1125854.74874,1243942.60143,938936.6729,1159422.31115,1017013.22191,1075592.14592
103.9561__6.99,400628.00345,524531.89116,387210.96102,959370.73749,878977.66551,883276.7049,430551.9374,2090113.18661,398768.92757,484269.54313,724027.12459,416544.20293
104.0709__138.92,25137184.25368,26406755.45695,17825694.33244,13869535.96165,24747693.39761,12390360.5749,26001556.83729,19867018.11436,36505562.70607,18912413.7436,24249157.76788,47134933.00705
104.1071__107.77,30251577.54889,42670230.77494,250948.75159,431060.10807,334454.33055,47968736.33597,2328241162.71264,426620.03357,2501425346.88422,324938.23378,461087481.28828,689745759.84015
104.1072__90.24,44289697.86765,67138743.03139,138306121.16194,105002685.10751,97535968.00285,75956767.07752,927475357.28307,307281.79941,278412.8152,1314378.82733,6383324.67901,5351052.13315
104.1072__118.87,565271530.59945,581699602.03981,468516278.91707,598025375.22902,1016687971.90142,595912237.90456,657711996.09026,3883819.46517,576400742.55935,728644446.0202,598088685.3685,612078515.90871
104.1073__190.83,2006701.0326,2167107.93787,1264152.0729,0,3805635.34237,1420135.12313,3366196.09773,3058883.3923,5043345.78723,3573617.92017,3115864.40898,5508218.57517
104.1073__151.86,117849916.90897,169101911.15734,52102771.70828,165276622.71722,180025629.11262,68306665.9606,169712486.15438,61893553.418,52255671.99877,141195086.31444,66399453.2208,153182670.16735
104.8327__56.14,0,0,0,0,0,0,0,0,0,0,0,0
104.9926__58.09,820222.7554,575241.0687,265005.17178,226435.67143,157725.59273,129617.04791,327642.36491,290339.34986,520101.47393,102582.58102,35531988.44637,121139.13305
105.0742__138.88,824303.59587,552175.18597,430776.80213,0,310707.36076,154353.04554,947394.20058,722835.63645,1410696.19331,691349.31878,570911.57126,1728385.25004
105.0911__24.16,10473297.84706,313782.45176,79368.83318,15529876.72307,8421996.99577,430609.69898,19732372.88963,17233448.40297,6522162.97226,12218778.30679,22821873.75948,22774345.75895
105.1106__105.94,1420065.0351,2254525.61913,2729282.43121,0,921241.86883,2508140.19341,132533678.66722,122003646.49581,138681082.68024,108368382.99637,28445218.7431,36297125.82715
105.1106__84.52,2153590.73889,3236648.40603,3531235.3274,0,2873595.4849,2492584.49277,57299138.33117,25905046.661,95540611.49043,87138756.02815,123263876.38543,124153708.64601
105.1106__118.95,31085144.13623,31307772.35999,25617650.25604,30021886.21513,57989367.49082,32143720.918,36711011.84645,29576501.47929,30754418.96028,35745779.54283,32314384.73828,31286965.92007
105.9541__55.59,71860.89623,209040.43317,231862.46333,188747.50687,164312.34379,236600.26709,483459.42588,510717.21786,378813.68878,527538.57079,369676.45614,338624.85952
106.0864__119.18,976754.84031,870015.01389,15154612.70451,902186.18132,1767757.31617,1019065.18712,64475029.55067,67178691.3207,63799899.53626,93468957.53091,94127420.87395,71272883.26867
106.0946__24.31,524644.75134,872576.00145,260519.64759,865034.00912,443598.19937,1039150.70023,1096615.08371,915855.14427,1570692.26192,595932.94826,1189672.65638,1218085.07463
106.1115__84.96,10988.78877,0,0,0,0,0,1586483.50141,767974.92016,3110068.99271,3479129.25604,4525764.1687,4283030.0037
106.9509__117.08,7408397.95908,7856844.69938,6152148.24324,6609765.75124,7490236.88127,6407360.58026,2933359.26389,2600936.24645,2307855.34803,1898276.39638,5510005.1337,4139097.21036
106.9509__73.49,1568352.93751,1873504.44802,1660106.52686,1493859.73292,1411993.41578,1324165.97722,4475363.45327,3919250.71166,4068523.51616,4365461.20547,9279770.8389,4434733.3885
106.9993__58.17,424305.68092,460433.0802,397825.15772,677705.95239,725894.22015,405027.82805,1425451.96561,1091211.29236,2010954.10581,1305353.16549,2058301.9248,2966844.27664
107.0494__108.31,868104.2224,745109.14686,984988.87567,1190597.67659,845126.9934,1015080.33012,710357.0427,849387.07284,758814.01781,943829.94292,598280.27162,1252149.66523
107.0495__84.41,54665.15782,7349.87371,46625.40313,0,36115.58661,49951.83757,362261.57521,229712.63563,589787.98486,412436.36055,680029.35117,1608265.33151
107.0535__119.18,78361.51321,134616.24818,183086.85372,0,0,56431.80198,1720812.73333,2076837.10186,2037477.27818,2821221.51953,2620889.3539,2294849.72587
107.0858__24.11,26898.17124,87470.31708,10173.80537,0,12543.68133,94950.6096,223585.55823,197626.40411,382086.14042,154813.20216,125839.09893,308526.2324
107.5176__90.7,4620593.43804,5061136.4921,4062931.45738,4299263.76072,4477532.12662,4172208.26261,5057543.45166,4436833.0919,4642608.24019,202785.84874,4177686.55145,5322677.68581
107.5176__25.52,635089.36977,771307.23617,737809.54222,755664.69994,691167.49299,804750.23165,556593.74174,465810.91583,448861.57051,427059.68612,188142.24813,588484.71743
107.5177__130.68,9950445.29692,9962449.44358,9499544.10336,3992735.45908,10123208.06232,16925919.94289,10674886.80819,8066747.65814,8711885.2443,7660602.23683,1833098.50409,6547428.14111
107.9894__168.66,11443.61988,25191.77115,11875.94992,0,124661.58635,8056888.28878,757733.32421,1010531.24096,1329867.60262,475501.33203,184969.45774,1257557.92116
108.0116__86.94,12057.09567,8162.87522,9214.53747,28061.34866,11962.44757,0,427780.72215,138901.7302,333437.48795,496299.93504,155032.15889,224406.44958
108.0152__43.94,123050.40731,379536.11506,368243.5361,540553.39073,698353.05596,495080.34329,1173783.37891,459513.08041,546149.17175,659789.8182,876649.45774,926540.61026
108.0231__157.31,19626063.37851,25348528.07657,19511836.65074,11342452.22094,18100526.83416,8182317.35266,19111047.58635,18898116.23647,16111899.03277,17254975.15043,32373980.91126,15247437.85442
108.081__57.55,152126.07807,236874.04217,320671.11965,0,128335.88998,294382.64556,1267287.69955,1149432.28509,1092374.65119,1185558.63424,632069.43465,460220.621
108.5177__35.24,96985.10239,49429.5584,88481.90001,0,46615.89424,80661.27929,332020.67167,232328.61347,435371.42095,369774.26251,115358.95729,340692.87108
108.5179__25.24,221069.85583,215523.39327,149571.19728,206600.79608,205569.7283,218008.57685,320289.34551,284026.66851,356162.74364,291894.76939,85027.21446,214567.9823
108.5367__150.9,10352.59181,10630.44103,0,0,0,31186.63057,11238.85422,9172638.73586,18238.72986,8230705.04166,14258.97583,36112.55181
109.0227__157.85,140408751.82921,136371027.90891,177333961.30219,37150584.32255,143257975.72892,146653361.00742,121887549.56839,141573997.8379,136644884.34728,104670825.55182,225977436.50036,110705080.34709
109.0227__201.28,107076590.4755,289555836.86971,124730493.54048,106846403.82524,119864598.22331,128126729.31154,305511183.93582,107027270.43042,128672352.94783,306406149.26029,157053051.79313,234475256.81658
109.0227__182.92,105795124.97531,112942632.08134,107835354.98606,90354253.3715,85347760.07789,112462442.89587,105412957.01106,100970429.68936,101701004.55996,104093705.39273,162274059.43533,106042807.95824
109.0227__90.6,121779277.52534,118075356.69029,123617836.5958,60888354.78903,106890410.03958,116915259.59322,139393297.07341,116351464.7874,69118497.07048,115156015.62663,262291517.64729,180690339.5405
109.0635__115.32,324432.29697,469832.41653,1296554.41092,1487009.00034,1279862.81433,1460982.8882,1404536.48852,2314885.14453,2018568.20944,1692846.38124,1176888.67761,2279256.47647
109.0636__88.86,0,0,0,0,0,0,227242.78229,55463.87702,376920.69461,96857.45909,2596710.00077,4428077.03189
109.1014__24.08,96533.0647,152566.09478,63901.98737,176885.9862,2614.12202,159036.67529,790233.0449,533358.49488,1213368.09832,502445.04049,418744.89228,1014810.66415
109.5219__182.38,25761675.66403,28902136.83972,27256195.80147,8343658.30771,20168846.23352,27875949.38104,27552283.9443,37921307.56399,68537790.98978,26262937.97879,35196021.35419,11909999.74197
109.5219__158.55,71019346.3245,60403904.78505,66388956.35207,10039040.19571,56552064.40321,66478311.55274,59027909.28825,66337557.57899,20923121.93873,54494086.70172,95058039.70806,57475540.2605
109.5219__80.62,16325906.52153,16084067.19373,15883095.65674,0,15980568.69584,17223512.95419,7961458.46353,19574665.82975,6218819.50824,17357037.87381,28147923.73223,21829622.83525
109.5219__133.42,78993749.4548,73991488.14884,4358000.25041,74532798.01999,33183936.36561,82264050.01478,71126932.14585,64794253.36161,60838538.83633,65288492.73039,50022772.43938,30258620.61046
109.5219__90.68,64490985.76058,28989674.70849,5852987.90678,62415166.19302,63097720.31101,61908070.64275,42708117.44212,35731473.48092,45604769.09432,75515445.75066,64563968.81985,39048199.48094
109.5219__202.93,21704810.75556,24985972.93652,24987980.05585,932827.11067,17159561.48907,25285021.55705,20457373.98037,55706355.2709,15687821.65462,7925132.06989,31151233.54633,29317663.88674
109.5219__24.82,478156.54431,3943071.82799,2531538.78353,4247877.32992,3500175.26805,638751.60022,6851269.15782,5311845.00742,7978610.43576,6013468.84324,777621.26683,7062370.4437
110.0202__141.23,2255946333.47574,2016151864.8043,1059704863.40366,0,0,2272485602.86039,1774928462.81664,1017688619.06914,1957090683.20131,899946064.53946,2949724761.38111,2590386.11447
110.0202__90.49,1839765293.02908,1834998109.36058,937841005.95354,0,80659767.76792,1816820843.59347,2056531695.19783,1899025438.88418,847426706.35545,1930051690.21567,3839461197.61636,2790923364.1587
110.0309__24.76,220339.77348,238082.8527,0,0,0,0,244974.84442,149240.14507,0,0,427537.61157,353047.37252
110.0353__56.37,0,0,0,0,0,0,0,11033.24667,5614.61477,3534.55178,60322.53837,25991.36031
110.0715__163.19,64023653.85031,25273268.70523,37259537.86303,50736610.41747,71789596.23892,20299219.44632,77112787.92578,62603934.46777,97615779.87702,74557622.12385,65044550.89964,129289514.27794
110.5205__36.37,1340571.81011,1393138.83689,919427.89706,1468237.05992,1000332.89953,1028453.30971,1183725.91332,1047851.04793,1068192.2728,1062114.76963,1946066.6326,1677015.08946
110.5206__24.81,1985607.97947,2251669.73276,1327003.56955,2272908.40823,1876433.99817,2572246.95917,1977789.74969,1395277.44945,2072435.41203,957382.79151,3340653.99523,2530397.16602
110.522__158.17,199701911.28478,217526104.60721,268478295.09518,210018800.94912,202465586.97506,120404158.16221,176980147.62921,206358677.40366,184046076.12036,35396618.22831,23276688.99791,42374181.1347
110.522__202.44,154056335.03869,177297546.96104,429103047.35829,133321193.91396,349041368.94357,117037907.18148,390474909.60944,133392329.54007,54477712.71204,416260442.35138,166549710.72243,210492822.04648
110.522__183.46,164315298.97515,186253093.96687,170115171.12304,138818364.06719,159858696.07807,172398677.70957,162896991.15781,147835982.84128,148007578.19819,157166898.89002,248592538.13356,161222572.945
110.522__132.43,268816418.51024,241565630.49479,118534465.58494,115542156.79283,133578276.37459,96337380.3712,234350927.67332,19677720.958,165224597.33316,114459856.47119,364606350.75448,96336367.4982
110.522__175.39,122898162.56567,163885477.38151,103069935.54956,138980350.32533,133406493.23945,104312802.32682,226489794.74796,154978513.13873,8842239.83201,234008096.10863,160331030.05364,193374319.63213
110.522__90.42,185393134.0298,75535015.16492,83393489.71243,173379992.72266,175727254.81331,119141287.85193,204765023.49664,167102076.3403,181556643.26755,87055713.42853,214319197.33732,258493344.17828
111.0205__90.73,62275344.08525,54621742.27398,34472263.12067,62797927.50236,149946352.32227,60407547.48499,81489794.0872,62757268.49528,76536581.92037,104484266.30246,138313002.64961,88114931.98677
111.0205__204.08,172641507.98814,310718373.91647,145467812.88511,361481497.84829,158250306.13567,187183238.99535,36373525.54483,151736944.74662,612295874.54042,171309613.49877,250647854.85974,344482940.20324
111.0206__137.63,342161396.88435,378790405.72812,435706914.42362,446938934.53417,446347814.29368,8505819.66647,279800934.25982,254599505.32547,261963662.10163,234685305.86025,557542390.69338,405172626.73577
111.0393__103.41,2447194.1836,54845083.75863,2144976.17241,64218571.79524,44777.51947,2088731.95983,2592851.2463,2421437.61316,1991406.54845,2100704.86373,5471975.83036,76611037.0966
111.0395__163,2939104.65023,498514936.70572,23044945.17185,2526998.9342,492799406.33619,3751102.1159,21140370.19342,20582635.06622,5059167.79966,3672881.38505,17519074.85208,6594706.82607
111.0443__24.08,1134510.65625,1541827.00047,688447.25062,1731855.92861,1317832.41938,1901174.46982,2754414.82551,2062399.98091,2635048.04444,1528188.54052,1392543.5504,3509363.94813
111.0807__24.02,479693.08278,619448.93963,266832.63331,556192.1163,254936.35071,741698.14184,481980.98423,387341.08531,654938.97487,312077.71319,291137.88026,679199.45829
111.092__57.61,171615.19515,416486.54796,249590.50956,434942.97201,317430.93055,219292.55545,279785.20849,209696.48083,244354.91075,221655.25412,516334.48697,334419.76114
111.5222__152.63,20106763.85817,22011946.95811,22722047.98518,0,22247242.24018,22048963.3749,29364214.08092,26474668.44999,23876184.1766,20422846.231,33679310.18026,29178274.83516
111.5222__24.63,645835.94058,795207.34706,602110.3322,1068468.19142,626379.77223,1145481.49687,1014217.43361,750283.26556,1198405.99664,704634.80984,1537593.87439,1029037.37146
111.5222__90.73,5659753.09504,5333412.55758,4151836.49259,0,3580864.50494,4346511.92102,6950202.75329,5581762.03178,5894977.8882,5491354.74381,250113.49967,7022695.13443
111.5222__137.37,34000806.25099,33260518.68554,37700630.30983,37747657.20286,36527639.67829,38424178.04288,24331429.79917,21808706.20335,19919110.40161,23813922.98257,48751921.72379,34749731.91399
111.5223__160.16,39998066.13985,58034907.43638,54909932.15012,58404632.15295,42953215.05273,62187392.23587,51120005.52935,7986868.32182,39683156.50046,32397591.27265,60272414.47734,23426245.74581
111.9686__183.14,38751008.05674,40915320.39372,34801113.25475,0,18087930.41166,43120380.19259,47214344.3925,46979195.69788,44910643.02613,45527754.45254,68790061.84267,36995618.71457
111.9688__24.78,3320246.86006,741042.53652,472647.45245,714844.7259,545881.45582,780862.16525,809747.57879,474877.73981,5558235.69958,484777.60888,70913.79557,754860.2323
111.9689__203.45,47398200.24698,199175125.76816,178992284.23104,77530745.21861,86725462.11445,185815186.27617,85972327.82584,241361310.3194,217099744.79772,91821278.93983,120851212.06359,152103422.56579
112.0066__139.69,21329693.71573,20813133.72209,23715976.40609,20648317.23154,163278292.35375,175694527.15558,19455963.06854,18911389.29034,94185908.44269,95944271.38547,218175925.73466,19828366.87929
